"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Czech Republic (CZ)","02.08.2021 17:00 - 02.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","02.08.2021 18:00 - 02.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","02.08.2021 19:00 - 02.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","02.08.2021 20:00 - 02.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","02.08.2021 21:00 - 02.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","02.08.2021 22:00 - 02.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","02.08.2021 23:00 - 03.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 00:00 - 03.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 01:00 - 03.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 02:00 - 03.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 03:00 - 03.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 04:00 - 03.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 05:00 - 03.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 06:00 - 03.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 07:00 - 03.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 08:00 - 03.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 09:00 - 03.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 10:00 - 03.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 11:00 - 03.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 12:00 - 03.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 13:00 - 03.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 14:00 - 03.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 15:00 - 03.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 16:00 - 03.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 17:00 - 03.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 18:00 - 03.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 19:00 - 03.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 20:00 - 03.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 21:00 - 03.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 22:00 - 03.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","03.08.2021 23:00 - 04.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 00:00 - 04.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 01:00 - 04.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 02:00 - 04.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 03:00 - 04.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 04:00 - 04.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 05:00 - 04.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 06:00 - 04.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 07:00 - 04.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 08:00 - 04.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 09:00 - 04.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 10:00 - 04.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 11:00 - 04.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 12:00 - 04.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 13:00 - 04.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 14:00 - 04.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 15:00 - 04.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 16:00 - 04.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 17:00 - 04.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 18:00 - 04.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 19:00 - 04.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 20:00 - 04.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 21:00 - 04.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 22:00 - 04.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","04.08.2021 23:00 - 05.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 00:00 - 05.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 01:00 - 05.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 02:00 - 05.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 03:00 - 05.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 04:00 - 05.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 05:00 - 05.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 06:00 - 05.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 07:00 - 05.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 08:00 - 05.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 09:00 - 05.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 10:00 - 05.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 11:00 - 05.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 12:00 - 05.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 13:00 - 05.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 14:00 - 05.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 15:00 - 05.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 16:00 - 05.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 17:00 - 05.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 18:00 - 05.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 19:00 - 05.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 20:00 - 05.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 21:00 - 05.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 22:00 - 05.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","05.08.2021 23:00 - 06.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 00:00 - 06.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 01:00 - 06.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 02:00 - 06.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 03:00 - 06.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 04:00 - 06.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 05:00 - 06.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 06:00 - 06.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 07:00 - 06.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 08:00 - 06.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 09:00 - 06.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 10:00 - 06.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 11:00 - 06.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 12:00 - 06.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 13:00 - 06.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 14:00 - 06.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 15:00 - 06.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 16:00 - 06.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 17:00 - 06.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 18:00 - 06.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 19:00 - 06.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 20:00 - 06.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 21:00 - 06.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 22:00 - 06.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","06.08.2021 23:00 - 07.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 00:00 - 07.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 01:00 - 07.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 02:00 - 07.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 03:00 - 07.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 04:00 - 07.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 05:00 - 07.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 06:00 - 07.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 07:00 - 07.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 08:00 - 07.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 09:00 - 07.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 10:00 - 07.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 11:00 - 07.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 12:00 - 07.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 13:00 - 07.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 14:00 - 07.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 15:00 - 07.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 16:00 - 07.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 17:00 - 07.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 18:00 - 07.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 19:00 - 07.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 20:00 - 07.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 21:00 - 07.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 22:00 - 07.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","07.08.2021 23:00 - 08.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 00:00 - 08.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 01:00 - 08.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 02:00 - 08.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 03:00 - 08.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 04:00 - 08.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 05:00 - 08.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 06:00 - 08.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 07:00 - 08.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 08:00 - 08.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 09:00 - 08.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 10:00 - 08.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 11:00 - 08.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 12:00 - 08.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 13:00 - 08.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 14:00 - 08.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 15:00 - 08.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 16:00 - 08.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 17:00 - 08.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 18:00 - 08.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 19:00 - 08.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 20:00 - 08.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 21:00 - 08.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 22:00 - 08.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","08.08.2021 23:00 - 09.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 00:00 - 09.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 01:00 - 09.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 02:00 - 09.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 03:00 - 09.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 04:00 - 09.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 05:00 - 09.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 06:00 - 09.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 07:00 - 09.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
